time,X,Y,Z,E1,E2,LP,RS,WS,MPT,MPA,MPW,LOAD,CONTACT,Real_WS,BEAD_NUMBER,LASER_ON,GET_WORKING_DISTANCE,WD
01_09_10_42_34_248,86.25,51.31,-6.09,0.0,358.0,2800,0.003471613395959139,13107,1583.92104,293.782,5.724958759676789,2.66483,0.47519,3.2874,2,False,False,
01_09_10_42_34_256,86.25,51.31,-6.09,0.0,358.0,2800,0.003471613395959139,13107,1560.17953,326.731,5.761197455824614,2.66999,0.47648,3.2874,2,False,False,
01_09_10_42_34_264,86.25,51.31,-6.09,0.0,358.0,2800,0.003471613395959139,13107,1523.01889,333.086,5.325441211768279,2.66612,0.501,3.2874,2,False,False,
01_09_10_42_34_272,86.25,51.31,-6.09,0.0,358.0,2800,0.003471613395959139,13107,1509.34171,333.086,5.325441211768279,2.66483,0.48423,3.2874,2,False,False,
01_09_10_42_34_280,86.25,51.31,-6.09,0.0,358.0,2800,0.003471613395959139,13107,1498.5032,333.086,5.325441211768279,2.65838,0.52423,3.2874,2,False,False,
01_09_10_42_34_291,86.25,51.31,-6.09,0.0,358.0,2800,0.003471613395959139,13107,1490.24528,333.086,5.325441211768279,2.66741,0.48294,3.2874,2,False,False,
01_09_10_42_34_299,86.25,51.31,-6.09,0.0,358.0,2800,0.003471613395959139,13107,1483.27766,292.601,5.715969918788937,2.66483,0.47906,3.2874,2,False,False,
01_09_10_42_34_322,86.25,51.31,-6.09,0.0,358.0,2800,0.003471613395959139,13107,1478.63258,292.601,5.715969918788937,2.67128,0.35778,3.2874,2,False,False,-94.7
01_09_10_42_34_330,86.25,51.31,-6.09,0.0,358.0,2800,0.003471613395959139,13107,1475.79392,292.601,5.803111832887593,2.66225,0.33455,3.2874,2,False,False,-46.06
01_09_10_42_34_340,86.25,51.31,-6.09,0.0,358.0,2800,0.003471613395959139,13107,1475.79392,255.088,5.803111832887593,2.65709,0.32681,3.2874,2,False,False,-46.06
01_09_10_42_34_348,86.25,51.31,-6.09,0.0,358.0,2800,0.003471613395959139,13107,1475.79392,255.088,0.5085280252847427,2.65709,0.32681,3.2874,2,False,False,-46.06
01_09_10_42_34_361,92.31,146.03,-3.27,0.0,358.0,2800,0.03405969217419624,13107,1478.37452,275.258,0.5085280252847427,2.67257,0.35262,3.2874,2,False,False,-25.58
01_09_10_42_34_371,92.31,146.03,-3.27,0.0,358.0,2800,0.03405969217419624,13107,1480.69706,275.258,0.5085280252847427,2.6558,0.28165,3.2874,2,False,False,-25.58
01_09_10_42_34_385,92.31,146.03,-3.27,0.0,358.0,2800,0.03405969217419624,13107,1480.69706,289.866,0.8679583011297258,2.6558,0.28165,3.2874,2,False,False,-20.46
01_09_10_42_34_400,92.31,146.03,-3.27,0.0,358.0,2800,0.03405969217419624,13107,1479.40676,258.754,0.46114382246756813,2.65451,0.29326,3.2874,2,False,False,28.18
01_09_10_42_34_408,92.31,146.03,-3.27,0.0,358.0,2800,0.03405969217419624,13107,1468.56824,258.332,0.46114382246756813,2.64161,0.32552,3.2874,2,False,False,71.7
01_09_10_42_34_417,92.31,146.03,-3.27,0.0,358.0,2800,0.03405969217419624,13107,1454.11688,258.332,0.46114382246756813,2.56419,0.32294,3.2874,2,False,False,71.7
01_09_10_42_34_428,92.31,146.03,-3.27,0.0,358.0,2800,0.03405969217419624,13107,1426.24641,258.332,0.410850547644761,2.6429,0.38229,3.2874,2,False,False,71.7
01_09_10_42_34_439,92.31,146.03,-3.27,0.0,358.0,2800,0.03405969217419624,13107,1384.44069,255.251,0.410850547644761,2.64677,0.34487,3.2874,2,False,False,99.86
01_09_10_42_34_452,92.31,146.03,-3.27,0.0,358.0,2800,0.03405969217419624,13107,1343.40916,255.251,0.6116054385794816,2.68677,0.41326,3.2874,2,False,False,
01_09_10_42_34_474,92.16,142.92,-2.96,0.0,358.0,2800,0.04987337440252304,13107,1317.08704,223.225,0.0,2.67128,0.45197,3.2874,2,False,False,
01_09_10_42_34_482,92.16,142.92,-2.96,0.0,358.0,2800,0.04987337440252304,13107,1314.7645,253.627,0.0,2.66999,0.36165,3.2874,2,False,False,
01_09_10_42_34_489,92.16,142.92,-2.96,0.0,358.0,2800,0.04987337440252304,13107,1328.9578,253.627,0.0,2.66483,0.38487,3.2874,2,False,False,
01_09_10_42_34_515,92.16,142.92,-2.96,0.0,358.0,2800,0.04987337440252304,13107,1165.60584,231.299,0.0,2.67386,0.35649,3.2874,2,False,False,
01_09_10_42_34_523,92.16,142.92,-2.96,0.0,358.0,2800,0.04987337440252304,13107,1118.12281,231.299,0.2053828437333557,2.67645,0.39907,3.2874,2,False,False,
01_09_10_42_34_531,92.16,142.92,-2.96,0.0,358.0,2800,0.04987337440252304,13107,958.89981,228.485,0.2053828437333557,2.65709,0.40165,3.2874,2,False,False,
01_09_10_42_34_542,92.16,142.92,-2.96,0.0,358.0,2800,0.04987337440252304,13107,904.1911,228.485,0.2053828437333557,2.65967,0.36165,3.2874,2,False,False,
01_09_10_42_34_551,92.16,142.92,-2.96,0.0,358.0,2800,0.04987337440252304,13107,861.09509,228.485,0.2053828437333557,2.65967,0.41713,3.2874,2,False,False,
01_09_10_42_34_560,91.96,138.26,-2.95,0.0,358.0,2800,0.04999992251396179,13107,830.12789,228.485,5.851777463514825,2.67386,0.43003,3.2874,2,False,False,
01_09_10_42_34_578,91.96,138.26,-2.95,0.0,358.0,2800,0.04999992251396179,13107,803.0316,211.614,5.851777463514825,2.66483,0.55519,3.2874,2,False,False,
01_09_10_42_34_586,91.96,138.26,-2.95,0.0,358.0,2800,0.04999992251396179,13107,782.12874,211.614,5.848678806576746,2.66225,0.57713,3.2874,2,False,False,
01_09_10_42_34_602,91.96,138.26,-2.95,0.0,358.0,2800,0.04999992251396179,13107,766.12902,210.186,5.848678806576746,2.66354,0.52035,3.2874,2,False,False,
01_09_10_42_34_602,91.96,138.26,-2.95,0.0,358.0,2800,0.04999992251396179,13107,766.12902,210.186,5.848678806576746,2.66354,0.52035,3.2874,2,False,False,
01_09_10_42_34_622,91.96,138.26,-2.95,0.0,358.0,2800,0.04999992251396179,13107,753.22602,209.798,5.817937026343617,2.66741,0.60293,3.2874,2,False,False,
01_09_10_42_34_640,91.96,138.26,-2.95,0.0,358.0,2800,0.04999992251396179,13107,743.41974,209.798,0.0,2.65838,0.501,3.2874,2,False,False,
01_09_10_42_34_657,91.96,138.26,-2.95,0.0,358.0,2800,0.04999992251396179,13107,724.06525,183.404,0.0,2.66354,0.48294,3.2874,2,False,False,
01_09_10_42_34_665,91.78,133.48,-2.96,0.0,358.0,2800,0.04999992251396179,13107,724.06525,167.058,0.0,2.66354,0.48294,3.2874,2,False,False,
01_09_10_42_34_681,91.78,133.48,-2.96,0.0,358.0,2800,0.04999992251396179,13107,714.25897,223.258,1.164607999500261,2.66096,0.40165,3.2874,2,False,False,
01_09_10_42_34_681,91.78,133.48,-2.96,0.0,358.0,2800,0.04999992251396179,13107,714.25897,223.258,1.164607999500261,2.66096,0.40165,3.2874,2,False,False,
01_09_10_42_34_701,91.78,133.48,-2.96,0.0,358.0,2800,0.04999992251396179,13107,709.35583,228.201,0.0,2.65838,0.33842,3.2874,2,False,False,
01_09_10_42_34_709,91.78,133.48,-2.96,0.0,358.0,2800,0.04999992251396179,13107,709.35583,228.201,0.25722879407251437,2.65838,0.33842,3.2874,2,False,False,
01_09_10_42_34_727,91.78,133.48,-2.96,0.0,358.0,2800,0.04999992251396179,13107,706.77523,225.467,0.25722879407251437,2.66354,0.40294,3.2874,2,False,False,
01_09_10_42_34_739,91.78,133.48,-2.96,0.0,358.0,2800,0.04999992251396179,13107,706.77523,225.467,0.25722879407251437,2.66354,0.40294,3.2874,2,False,False,
01_09_10_42_34_749,91.78,133.48,-2.96,0.0,358.0,2800,0.04999992251396179,13107,706.00105,225.467,0.25722879407251437,2.66225,0.47777,3.2874,2,False,False,
01_09_10_42_34_767,91.58,128.7,-2.95,0.0,358.0,2800,0.04999992623925209,13107,705.74299,221.713,0.0,2.66354,0.38229,3.2874,2,False,False,
01_09_10_42_34_778,91.58,128.7,-2.95,0.0,358.0,2800,0.04999992623925209,13107,705.74299,221.713,0.0,2.66354,0.38229,3.2874,2,False,False,
01_09_10_42_34_787,91.58,128.7,-2.95,0.0,358.0,2800,0.04999992623925209,13107,705.74299,221.713,0.0,2.65967,0.39649,3.2874,2,False,False,
01_09_10_42_34_802,91.58,128.7,-2.95,0.0,358.0,2800,0.04999992623925209,13107,705.22687,221.713,0.0,2.66483,0.44423,3.2874,2,False,False,
01_09_10_42_34_811,91.58,128.7,-2.95,0.0,358.0,2800,0.04999992623925209,13107,705.22687,217.835,0.0,2.65193,0.32165,3.2874,2,False,False,
01_09_10_42_34_819,91.58,128.7,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.96881,217.835,0.0,2.66354,0.26229,3.2874,2,False,False,
01_09_10_42_34_827,91.58,128.7,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.96881,310.324,0.30804597465313516,2.66354,0.26229,3.2874,2,False,False,
01_09_10_42_34_835,91.58,128.7,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.96881,310.324,0.30804597465313516,2.66225,0.2752,3.2874,2,False,False,
01_09_10_42_34_852,91.4,123.91,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,280.201,0.0,2.66225,0.27907,3.2874,2,False,False,
01_09_10_42_34_861,91.4,123.91,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.45269,280.201,0.0,2.65193,0.21584,3.2874,2,False,False,
01_09_10_42_34_873,91.4,123.91,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.45269,280.201,0.0,2.65193,0.21584,3.2874,2,False,False,
01_09_10_42_34_885,91.4,123.91,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.45269,350.257,0.0,2.65193,0.21584,3.2874,2,False,False,
01_09_10_42_34_894,91.4,123.91,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.45269,350.257,0.0,2.66612,0.28939,3.2874,2,False,False,
01_09_10_42_34_913,91.4,123.91,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,310.202,0.0,2.66612,0.27262,3.2874,2,False,False,
01_09_10_42_34_926,91.4,123.91,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,310.202,2.383043773202666,2.67128,0.35391,3.2874,2,False,False,
01_09_10_42_34_949,91.4,123.91,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,284.773,0.0,2.66354,0.45971,3.2874,2,False,False,
01_09_10_42_34_958,91.22,119.5,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,284.773,0.0,2.66612,0.48294,3.2874,2,False,False,
01_09_10_42_34_967,91.22,119.5,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,322.335,0.0,2.66999,0.43261,3.2874,2,False,False,
01_09_10_42_34_976,91.22,119.5,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,291.039,0.0,2.66483,0.48681,3.2874,2,False,False,
01_09_10_42_34_983,91.22,119.5,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,291.039,0.0,2.66483,0.45326,3.2874,2,False,False,
01_09_10_42_34_996,91.22,119.5,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,387.373,0.0,2.66354,0.41068,3.2874,2,False,False,
01_09_10_42_35_009,91.22,119.5,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,387.373,0.0,2.67774,0.38358,3.2874,2,False,False,
01_09_10_42_35_019,91.22,119.5,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.45269,387.373,0.0,2.66354,0.25971,3.2874,2,False,False,
01_09_10_42_35_027,91.22,119.5,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.45269,387.373,0.5164189796086119,2.66354,0.25971,3.2874,2,False,False,
01_09_10_42_35_040,91.22,119.5,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,377.144,0.5164189796086119,2.66096,0.42229,3.2874,2,False,False,
01_09_10_42_35_040,91.22,119.5,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,377.144,0.5164189796086119,2.66096,0.42229,3.2874,2,False,False,
01_09_10_42_35_062,90.95,112.52,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,377.144,0.6684173696127294,2.65967,0.31907,3.2874,2,False,False,
01_09_10_42_35_082,90.95,112.52,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,405.768,0.6684173696127294,2.65967,0.31907,3.2874,2,False,False,
01_09_10_42_35_095,90.95,112.52,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,405.768,3.1472854736264395,2.66741,0.47003,3.2874,2,False,False,
01_09_10_42_35_103,90.95,112.52,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,430.1,3.1472854736264395,2.66096,0.48939,3.2874,2,False,False,
01_09_10_42_35_111,90.95,112.52,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,346.446,0.30906281723947315,2.66741,0.45326,3.2874,2,False,False,
01_09_10_42_35_119,90.95,112.52,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,328.589,0.0,2.66354,0.37971,0.0,2,False,False,
01_09_10_42_35_137,90.95,112.52,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,328.589,0.25491443662531155,2.66741,0.44423,0.0,2,False,False,
01_09_10_42_35_145,90.95,112.52,-2.95,0.0,358.0,2800,0.04999992623925209,13107,704.71075,351.009,0.25491443662531155,2.65967,0.37455,0.0,2,False,False,
01_09_10_42_35_165,90.76,107.72,-2.94,0.0,358.0,2800,0.04999992996454239,13107,704.71075,351.009,0.0,2.66741,0.44552,0.0,2,False,False,
01_09_10_42_35_173,90.76,107.72,-2.94,0.0,358.0,2800,0.04999992996454239,13107,704.71075,364.11,0.7635571655089093,2.66612,0.33713,0.0,2,False,False,
01_09_10_42_35_181,90.76,107.72,-2.94,0.0,358.0,2800,0.04999992996454239,13107,704.71075,364.11,0.7635571655089093,2.6687,0.41197,0.0,2,False,False,
01_09_10_42_35_188,90.76,107.72,-2.94,0.0,358.0,2800,0.04999992996454239,13107,704.71075,425.75,0.7635571655089093,2.66483,0.341,0.0,2,False,False,
01_09_10_42_35_217,90.76,107.72,-2.94,0.0,358.0,2800,0.04999992996454239,13107,704.71075,551.396,5.80325,2.66225,0.33068,0.0,2,False,False,
01_09_10_42_35_226,90.76,107.72,-2.94,0.0,358.0,2800,0.04999992996454239,13107,704.71075,551.396,5.80325,2.66225,0.33068,0.0,2,False,False,
01_09_10_42_35_242,90.76,107.72,-2.94,0.0,358.0,2800,0.04999992996454239,13107,704.71075,551.396,5.80325,2.66741,0.42358,0.0,2,False,False,
01_09_10_42_35_250,90.76,107.72,-2.94,0.0,358.0,2800,0.04999992996454239,13107,704.71075,672.317,5.8529628616624585,2.66741,0.36165,0.0,2,False,False,
01_09_10_42_35_258,90.58,102.93,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.71075,672.317,5.852748435564269,2.66354,0.33197,0.0,2,False,False,
01_09_10_42_35_267,90.58,102.93,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.71075,625.098,5.852748435564269,2.66354,0.33197,0.0,2,False,False,
01_09_10_42_35_284,90.58,102.93,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.71075,684.232,5.852748435564269,2.66483,0.45326,0.0,2,False,False,
01_09_10_42_35_292,90.58,102.93,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.96881,684.232,3.1946580576017833,2.66741,0.34358,0.0,2,False,False,
01_09_10_42_35_319,90.58,102.93,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.71075,0.0,0.0,2.66483,0.35003,0.0,2,False,False,
01_09_10_42_35_319,90.58,102.93,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.71075,0.0,0.0,2.66483,0.35003,0.0,2,False,False,
01_09_10_42_35_334,90.58,102.93,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.96881,0.0,0.0,2.67128,0.40165,0.0,2,False,False,
01_09_10_42_35_355,90.58,102.93,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.71075,0.0,0.0,2.66741,0.44294,0.0,2,False,False,
01_09_10_42_35_363,90.39,98.33,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.71075,0.0,0.0,2.66741,0.44294,0.0,2,False,False,
01_09_10_42_35_372,90.39,98.33,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.71075,0.0,0.0,2.66999,0.38616,0.0,2,False,False,
01_09_10_42_35_382,90.39,98.33,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.96881,0.0,0.0,2.66999,0.40552,0.0,2,False,False,
01_09_10_42_35_393,90.39,98.33,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.96881,0.0,0.0,2.6558,0.37068,0.0,2,False,False,
01_09_10_42_35_403,90.39,98.33,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.96881,0.0,0.0,2.6558,0.37068,0.0,2,False,False,
01_09_10_42_35_411,90.39,98.33,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.71075,0.0,0.0,2.66999,0.4081,0.0,2,False,False,
01_09_10_42_35_430,90.39,98.33,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.96881,0.0,0.0,2.66354,0.41842,0.0,2,False,False,
01_09_10_42_35_438,90.39,98.33,-2.95,0.0,358.0,2800,0.04999992996454239,13107,704.71075,0.0,0.0,2.66741,0.41455,0.0,2,False,False,
01_09_10_42_35_454,90.23,93.93,-2.96,0.0,358.0,2800,0.04999992996454239,13107,704.71075,0.0,0.0,2.66741,0.45971,0.0,2,False,False,
01_09_10_42_35_472,90.23,93.93,-2.96,0.0,358.0,2800,0.04999992996454239,13107,704.71075,0.0,0.0,2.64935,0.33068,0.0,2,False,False,
01_09_10_42_35_472,90.23,93.93,-2.96,0.0,358.0,2800,0.04999992996454239,13107,704.71075,0.0,0.0,2.64935,0.33068,0.0,2,False,False,
01_09_10_42_35_493,90.23,93.93,-2.96,0.0,358.0,2800,0.04999992996454239,13107,704.71075,0.0,0.0,2.66612,0.4481,0.0,2,False,False,
01_09_10_42_35_508,90.23,93.93,-2.96,0.0,358.0,2800,0.04999992996454239,13107,704.71075,0.0,0.0,2.66612,0.4481,0.0,2,False,False,
01_09_10_42_35_517,90.23,93.93,-2.96,0.0,358.0,2800,0.04999992996454239,13107,704.71075,0.0,0.0,2.66612,0.43003,0.0,2,False,False,
01_09_10_42_35_525,90.23,93.93,-2.96,0.0,358.0,2800,0.04999992996454239,13107,704.96881,0.0,0.0,2.66741,0.42745,0.0,2,False,False,
01_09_10_42_35_541,90.23,93.93,-2.96,0.0,358.0,2800,0.04999992996454239,13107,704.96881,0.0,0.0,2.66483,0.39132,0.0,2,False,False,
01_09_10_42_35_541,90.23,93.93,-2.96,0.0,358.0,2800,0.04999992996454239,13107,704.96881,0.0,0.0,2.66483,0.39132,0.0,2,False,False,
01_09_10_42_35_561,90.03,89.14,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66225,0.33971,0.0,2,False,False,
01_09_10_42_35_569,90.03,89.14,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66225,0.33971,0.0,2,False,False,
01_09_10_42_35_579,90.03,89.14,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66741,0.40036,0.0,2,False,False,
01_09_10_42_35_588,90.03,89.14,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.71075,0.0,0.0,2.66999,0.40939,0.0,2,False,False,
01_09_10_42_35_597,90.03,89.14,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.71075,0.0,0.0,2.66999,0.40939,0.0,2,False,False,
01_09_10_42_35_613,90.03,89.14,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.71075,0.0,0.0,2.66096,0.38745,0.0,2,False,False,
01_09_10_42_35_624,90.03,89.14,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66999,0.40939,0.0,2,False,False,
01_09_10_42_35_633,90.03,89.14,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.6687,0.44939,0.0,2,False,False,
01_09_10_42_35_633,90.03,89.14,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.6687,0.44939,0.0,2,False,False,
01_09_10_42_35_650,90.03,89.14,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.71075,0.0,0.0,2.65451,0.42745,0.0,2,False,False,
01_09_10_42_35_666,89.85,84.35,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.71075,0.0,0.0,2.66354,0.37326,0.0,2,False,False,
01_09_10_42_35_674,89.85,84.35,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.71075,0.0,0.0,2.66999,0.42229,0.0,2,False,False,
01_09_10_42_35_683,89.85,84.35,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66612,0.40939,0.0,2,False,False,
01_09_10_42_35_695,89.85,84.35,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66483,0.3681,0.0,2,False,False,
01_09_10_42_35_703,89.85,84.35,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66741,0.44939,0.0,2,False,False,
01_09_10_42_35_711,89.85,84.35,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66612,0.37326,0.0,2,False,False,
01_09_10_42_35_729,89.85,84.35,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.71075,0.0,0.0,2.66741,0.39778,0.0,2,False,False,
01_09_10_42_35_737,89.85,84.35,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66483,0.42358,0.0,2,False,False,
01_09_10_42_35_751,89.85,84.35,-2.95,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66354,0.41842,0.0,2,False,False,
01_09_10_42_35_758,89.65,79.54,-2.94,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66354,0.41842,0.0,2,False,False,
01_09_10_42_35_770,89.65,79.54,-2.94,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66483,0.38616,0.0,2,False,False,
01_09_10_42_35_787,89.65,79.54,-2.94,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66741,0.40552,0.0,2,False,False,
01_09_10_42_35_796,89.65,79.54,-2.94,0.0,358.0,2800,0.04999993368983269,13107,704.71075,0.0,0.0,2.66741,0.42616,0.0,2,False,False,
01_09_10_42_35_804,89.65,79.54,-2.94,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.6687,0.4081,0.0,2,False,False,
01_09_10_42_35_812,89.65,79.54,-2.94,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66741,0.40681,0.0,2,False,False,
01_09_10_42_35_831,89.65,79.54,-2.94,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66483,0.41584,0.0,2,False,False,
01_09_10_42_35_839,89.65,79.54,-2.94,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.67645,0.37068,0.0,2,False,False,
01_09_10_42_35_856,89.65,79.54,-2.94,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66741,0.47519,0.0,2,False,False,
01_09_10_42_35_864,89.38,72.35,-2.96,0.0,358.0,2800,0.04999993368983269,13107,704.71075,0.0,0.0,2.69193,0.40294,0.0,2,False,False,
01_09_10_42_35_881,89.38,72.35,-2.96,0.0,358.0,2800,0.04999993368983269,13107,704.71075,0.0,0.0,2.6687,0.40423,0.0,2,False,False,
01_09_10_42_35_892,89.38,72.35,-2.96,0.0,358.0,2800,0.04999993368983269,13107,704.71075,0.0,0.0,2.6687,0.36423,0.0,2,False,False,
01_09_10_42_35_899,89.38,72.35,-2.96,0.0,358.0,2800,0.04999993368983269,13107,704.71075,0.0,0.0,2.6687,0.36423,0.0,2,False,False,
01_09_10_42_35_919,89.38,72.35,-2.96,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66225,0.46487,0.0,2,False,False,
01_09_10_42_35_919,89.38,72.35,-2.96,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66225,0.46487,0.0,2,False,False,
01_09_10_42_35_935,89.38,72.35,-2.96,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.6687,0.44165,0.0,2,False,False,
01_09_10_42_35_952,89.38,72.35,-2.96,0.0,358.0,2800,0.04999993368983269,13107,704.96881,0.0,0.0,2.66999,0.49197,0.0,2,False,False,
01_09_10_42_35_960,89.18,67.56,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.66999,0.49197,0.0,2,False,False,
01_09_10_42_35_969,89.18,67.56,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.67128,0.38616,0.0,2,False,False,
01_09_10_42_35_980,89.18,67.56,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.66354,0.4339,0.0,2,False,False,
01_09_10_42_35_994,89.18,67.56,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.66741,0.36423,0.0,2,False,False,
01_09_10_42_36_007,89.18,67.56,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.6687,0.50358,0.0,2,False,False,
01_09_10_42_36_019,89.18,67.56,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.67257,0.37068,0.0,2,False,False,
01_09_10_42_36_027,89.18,67.56,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.67128,0.46229,0.0,2,False,False,
01_09_10_42_36_035,89.18,67.56,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.66999,0.45326,0.0,2,False,False,
01_09_10_42_36_049,89.18,67.56,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.66999,0.37326,0.0,2,False,False,
01_09_10_42_36_072,89.0,62.76,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.66354,0.44294,0.0,2,False,False,
01_09_10_42_36_084,89.0,62.76,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.66354,0.44294,0.0,2,False,False,
01_09_10_42_36_101,89.0,62.76,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.65193,0.44681,0.0,2,False,False,
01_09_10_42_36_108,89.0,62.76,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.67516,0.36552,0.0,2,False,False,
01_09_10_42_36_125,89.0,62.76,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.67128,0.42229,0.0,2,False,False,
01_09_10_42_36_141,89.0,62.76,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.66741,0.41068,0.0,2,False,False,
01_09_10_42_36_150,89.0,62.76,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.66999,0.49068,0.0,2,False,False,
01_09_10_42_36_169,88.81,57.97,-2.95,0.0,358.0,2800,0.049999937415122986,13107,704.96881,0.0,0.0,2.66225,0.36681,0.0,2,False,False,
