time,X,Y,Z,E1,E2,LP,RS,WS,MPT,MPA,MPW,LOAD,CONTACT,Real_WS,BEAD_NUMBER,LASER_ON,GET_WORKING_DISTANCE,WD
01_09_10_42_52_279,33.41,83.37,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.33713,0.0,2,False,True,
01_09_10_42_52_298,34.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.35003,0.0,2,False,True,
01_09_10_42_52_308,34.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.65193,0.47519,0.0,2,False,True,
01_09_10_42_52_317,34.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67257,0.33197,0.0,2,False,True,
01_09_10_42_52_325,34.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.44036,0.0,2,False,True,
01_09_10_42_52_325,34.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.44036,0.0,2,False,True,
01_09_10_42_52_340,34.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.46616,0.0,2,False,True,
01_09_10_42_52_352,34.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66354,0.47519,0.0,2,False,True,
01_09_10_42_52_375,34.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.4339,0.0,2,False,True,
01_09_10_42_52_388,34.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.65064,0.41197,0.0,2,False,True,
01_09_10_42_52_397,34.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.65064,0.41197,0.0,2,False,True,
01_09_10_42_52_397,34.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.65064,0.41197,0.0,2,False,True,
01_09_10_42_52_416,35.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.34487,0.0,2,False,True,
01_09_10_42_52_433,35.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.42229,0.0,2,False,True,
01_09_10_42_52_441,35.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.35003,0.0,2,False,True,
01_09_10_42_52_457,35.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.44294,0.0,2,False,True,
01_09_10_42_52_457,35.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.44294,0.0,2,False,True,
01_09_10_42_52_470,35.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66999,0.3552,0.0,2,False,True,
01_09_10_42_52_491,35.38,83.36,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.68935,0.4481,0.0,2,False,True,
01_09_10_42_52_498,36.26,83.35,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.68935,0.4481,0.0,2,False,True,
01_09_10_42_52_514,36.26,83.35,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66483,0.33971,0.0,2,False,True,
01_09_10_42_52_514,36.26,83.35,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66483,0.33971,0.0,2,False,True,
01_09_10_42_52_548,36.26,83.35,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67128,0.42229,0.0,2,False,True,
01_09_10_42_52_556,36.26,83.35,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.65838,0.42745,0.0,2,False,True,
01_09_10_42_52_565,36.26,83.35,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.51717,0.0,0.0,2.66483,0.34745,0.0,2,False,True,
01_09_10_42_52_573,36.26,83.35,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.42229,0.0,2,False,True,
01_09_10_42_52_580,36.26,83.35,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.42229,0.0,2,False,True,
01_09_10_42_52_591,36.26,83.35,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.35003,0.0,2,False,True,
01_09_10_42_52_599,37.14,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.48939,0.0,2,False,True,
01_09_10_42_52_607,37.14,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.48939,0.0,2,False,True,
01_09_10_42_52_637,37.14,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66999,0.52035,0.0,2,False,True,
01_09_10_42_52_645,37.14,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.00105,0.0,0.0,2.66999,0.33971,0.0,2,False,True,
01_09_10_42_52_645,37.14,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.00105,0.0,0.0,2.66999,0.33971,0.0,2,False,True,
01_09_10_42_52_680,37.14,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66354,0.37068,0.0,2,False,True,
01_09_10_42_52_688,37.14,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66483,0.40681,0.0,2,False,True,
01_09_10_42_52_697,38.58,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67128,0.41068,0.0,2,False,True,
01_09_10_42_52_705,38.58,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.51717,0.0,0.0,2.67257,0.45068,0.0,2,False,True,
01_09_10_42_52_724,38.58,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.36939,0.0,2,False,True,
01_09_10_42_52_732,38.58,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.45971,0.0,2,False,True,
01_09_10_42_52_749,38.58,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66483,0.47777,0.0,2,False,True,
01_09_10_42_52_760,38.58,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66483,0.47777,0.0,2,False,True,
01_09_10_42_52_768,38.58,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66999,0.35133,0.0,2,False,True,
01_09_10_42_52_787,38.58,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.47648,0.0,2,False,True,
01_09_10_42_52_801,39.54,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.47648,0.0,2,False,True,
01_09_10_42_52_809,39.54,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67128,0.34229,0.0,2,False,True,
01_09_10_42_52_826,39.54,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66999,0.48552,0.0,2,False,True,
01_09_10_42_52_834,39.54,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67128,0.40036,0.0,2,False,True,
01_09_10_42_52_842,39.54,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66483,0.34229,0.0,2,False,True,
01_09_10_42_52_850,39.54,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.47519,0.0,2,False,True,
01_09_10_42_52_868,39.54,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.35778,0.0,2,False,True,
01_09_10_42_52_876,39.54,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.44165,0.0,2,False,True,
01_09_10_42_52_895,39.54,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67645,0.47648,0.0,2,False,True,
01_09_10_42_52_903,40.51,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.4739,0.0,2,False,True,
01_09_10_42_52_912,40.51,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.35133,0.0,2,False,True,
01_09_10_42_52_920,40.51,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66483,0.41326,0.0,2,False,True,
01_09_10_42_52_949,40.51,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.65451,0.35133,0.0,2,False,True,
01_09_10_42_52_958,40.51,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.65451,0.35133,0.0,2,False,True,
01_09_10_42_52_972,40.51,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.32423,0.0,2,False,True,
01_09_10_42_52_983,40.51,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.32423,0.0,2,False,True,
01_09_10_42_52_992,41.47,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.44036,0.0,2,False,True,
01_09_10_42_53_015,41.47,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.37326,0.0,2,False,True,
01_09_10_42_53_026,41.47,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.36552,0.0,2,False,True,
01_09_10_42_53_038,41.47,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67128,0.44294,0.0,2,False,True,
01_09_10_42_53_047,41.47,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67128,0.44294,0.0,2,False,True,
01_09_10_42_53_054,41.47,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.65709,0.4881,0.0,2,False,True,
01_09_10_42_53_070,41.47,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.36294,0.0,2,False,True,
01_09_10_42_53_082,41.47,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.4339,0.0,2,False,True,
01_09_10_42_53_090,41.47,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66225,0.43778,0.0,2,False,True,
01_09_10_42_53_115,42.34,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.65322,0.47777,0.0,2,False,True,
01_09_10_42_53_122,42.34,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.43261,0.0,2,False,True,
01_09_10_42_53_134,42.34,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.44939,0.0,2,False,True,
01_09_10_42_53_144,42.34,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.31907,0.0,2,False,True,
01_09_10_42_53_152,42.34,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.47261,0.0,2,False,True,
01_09_10_42_53_177,42.34,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.36681,0.0,2,False,True,
01_09_10_42_53_189,42.34,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67257,0.44036,0.0,2,False,True,
01_09_10_42_53_200,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.33584,0.0,2,False,True,
01_09_10_42_53_200,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.33584,0.0,2,False,True,
01_09_10_42_53_231,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.42874,0.0,2,False,True,
01_09_10_42_53_239,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.51717,0.0,0.0,2.66612,0.44552,0.0,2,False,True,
01_09_10_42_53_247,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67128,0.45197,0.0,2,False,True,
01_09_10_42_53_255,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67128,0.45197,0.0,2,False,True,
01_09_10_42_53_264,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.31778,0.0,2,False,True,
01_09_10_42_53_285,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.45584,0.0,2,False,True,
01_09_10_42_53_295,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.45584,0.0,2,False,True,
01_09_10_42_53_303,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67386,0.47519,0.0,2,False,True,
01_09_10_42_53_313,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.35262,0.0,2,False,True,
01_09_10_42_53_320,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.35262,0.0,2,False,True,
01_09_10_42_53_340,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66354,0.41584,0.0,2,False,True,
01_09_10_42_53_353,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67386,0.33584,0.0,2,False,True,
01_09_10_42_53_360,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66999,0.47777,0.0,2,False,True,
01_09_10_42_53_377,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.51717,0.0,0.0,2.66999,0.32165,0.0,2,False,True,
01_09_10_42_53_386,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.42616,0.0,2,False,True,
01_09_10_42_53_395,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.42616,0.0,2,False,True,
01_09_10_42_53_408,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66354,0.45713,0.0,2,False,True,
01_09_10_42_53_417,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67128,0.35133,0.0,2,False,True,
01_09_10_42_53_434,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.41455,0.0,2,False,True,
01_09_10_42_53_444,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.65709,0.37197,0.0,2,False,True,
01_09_10_42_53_452,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.34616,0.0,2,False,True,
01_09_10_42_53_468,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.36552,0.0,2,False,True,
01_09_10_42_53_485,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.51717,0.0,0.0,2.66999,0.37455,0.0,2,False,True,
01_09_10_42_53_498,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.341,0.0,2,False,True,
01_09_10_42_53_507,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.341,0.0,2,False,True,
01_09_10_42_53_523,43.27,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.341,0.0,2,False,True,
01_09_10_42_53_538,46.54,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.36165,0.0,2,False,True,
01_09_10_42_53_547,46.54,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66999,0.34616,0.0,2,False,True,
01_09_10_42_53_556,46.54,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.00105,0.0,0.0,2.68032,0.53971,0.0,2,False,True,
01_09_10_42_53_565,46.54,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.00105,0.0,0.0,2.68032,0.53971,0.0,2,False,True,
01_09_10_42_53_581,46.54,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.00105,0.0,0.0,2.66225,0.46616,0.0,2,False,True,
01_09_10_42_53_581,46.54,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.00105,0.0,0.0,2.66225,0.46616,0.0,2,False,True,
01_09_10_42_53_594,46.54,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.68161,0.38229,0.0,2,False,True,
01_09_10_42_53_616,46.54,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.341,0.0,2,False,True,
01_09_10_42_53_635,47.47,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.41842,0.0,2,False,True,
01_09_10_42_53_646,47.47,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.37326,0.0,2,False,True,
01_09_10_42_53_657,47.47,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.37326,0.0,2,False,True,
01_09_10_42_53_671,47.47,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66999,0.46745,0.0,2,False,True,
01_09_10_42_53_679,47.47,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66999,0.36423,0.0,2,False,True,
01_09_10_42_53_687,47.47,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66483,0.45971,0.0,2,False,True,
01_09_10_42_53_695,47.47,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66225,0.35391,0.0,2,False,True,
01_09_10_42_53_715,47.47,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.38874,0.0,2,False,True,
01_09_10_42_53_729,48.71,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.51717,0.0,0.0,2.66741,0.45713,0.0,2,False,True,
01_09_10_42_53_740,48.71,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66999,0.45584,0.0,2,False,True,
01_09_10_42_53_748,48.71,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.65451,0.32423,0.0,2,False,True,
01_09_10_42_53_765,48.71,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66354,0.38874,0.0,2,False,True,
01_09_10_42_53_765,48.71,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66354,0.38874,0.0,2,False,True,
01_09_10_42_53_801,48.71,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.42745,0.0,2,False,True,
01_09_10_42_53_811,48.71,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.34229,0.0,2,False,True,
01_09_10_42_53_825,48.71,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.45068,0.0,2,False,True,
01_09_10_42_53_834,49.63,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.45068,0.0,2,False,True,
01_09_10_42_53_842,49.63,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66096,0.37068,0.0,2,False,True,
01_09_10_42_53_851,49.63,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.51717,0.0,0.0,2.66999,0.35262,0.0,2,False,True,
01_09_10_42_53_859,49.63,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.51717,0.0,0.0,2.66483,0.37455,0.0,2,False,True,
01_09_10_42_53_884,49.63,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.39907,0.0,2,False,True,
01_09_10_42_53_895,49.63,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.33068,0.0,2,False,True,
01_09_10_42_53_903,49.63,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.68677,0.49326,0.0,2,False,True,
01_09_10_42_53_912,49.63,83.34,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.34358,0.0,2,False,True,
01_09_10_42_53_937,50.7,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.51717,0.0,0.0,2.66612,0.4481,0.0,2,False,True,
01_09_10_42_53_949,50.7,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66354,0.35003,0.0,2,False,True,
01_09_10_42_53_959,50.7,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67774,0.4881,0.0,2,False,True,
01_09_10_42_53_975,50.7,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.36939,0.0,2,False,True,
01_09_10_42_53_985,50.7,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.36939,0.0,2,False,True,
01_09_10_42_53_993,50.7,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.51717,0.0,0.0,2.6687,0.35907,0.0,2,False,True,
01_09_10_42_54_000,50.7,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.65967,0.54229,0.0,2,False,True,
01_09_10_42_54_018,50.7,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.34616,0.0,2,False,True,
01_09_10_42_54_018,50.7,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.34616,0.0,2,False,True,
01_09_10_42_54_044,51.66,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.43907,0.0,2,False,True,
01_09_10_42_54_056,51.66,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.32681,0.0,2,False,True,
01_09_10_42_54_066,51.66,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66483,0.47777,0.0,2,False,True,
01_09_10_42_54_066,51.66,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66483,0.47777,0.0,2,False,True,
01_09_10_42_54_097,51.66,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.48294,0.0,2,False,True,
01_09_10_42_54_106,51.66,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66354,0.33713,0.0,2,False,True,
01_09_10_42_54_122,51.66,83.33,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66354,0.33713,0.0,2,False,True,
01_09_10_42_54_131,52.62,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.51717,0.0,0.0,2.66483,0.40423,0.0,2,False,True,
01_09_10_42_54_139,52.62,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.65451,0.44165,0.0,2,False,True,
01_09_10_42_54_151,52.62,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66612,0.36036,0.0,2,False,True,
01_09_10_42_54_160,52.62,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.39132,0.0,2,False,True,
01_09_10_42_54_178,52.62,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66999,0.38874,0.0,2,False,True,
01_09_10_42_54_190,52.62,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.51717,0.0,0.0,2.65451,0.45971,0.0,2,False,True,
01_09_10_42_54_198,52.62,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66741,0.36165,0.0,2,False,True,
01_09_10_42_54_213,52.62,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.35003,0.0,2,False,True,
01_09_10_42_54_213,52.62,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.35003,0.0,2,False,True,
01_09_10_42_54_250,53.59,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.35907,0.0,2,False,True,
01_09_10_42_54_267,53.59,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.35907,0.0,2,False,True,
01_09_10_42_54_275,53.59,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.67386,0.47648,0.0,2,False,True,
01_09_10_42_54_284,53.59,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.37326,0.0,2,False,True,
01_09_10_42_54_292,53.59,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.6687,0.44165,0.0,2,False,True,
01_09_10_42_54_301,53.59,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66999,0.47261,0.0,2,False,True,
01_09_10_42_54_301,53.59,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.25911,0.0,0.0,2.66999,0.47261,0.0,2,False,True,
01_09_10_42_54_322,53.59,83.34,-2.95,0.0,358.0,2800,0.010000000707805157,13107,706.51717,0.0,0.0,2.6687,0.44036,0.0,2,False,True,
01_09_10_42_54_330,54.55,83.33,-2.96,0.0,358.0,2800,0.010000000707805157,13107,706.51717,0.0,0.0,2.6687,0.44036,0.0,2,False,True,
