time,X,Y,Z,E1,E2,S_LP,S_RS,S_WS,R_LP,R_RS,R_WS,MPT,MPA,MPW,LOAD,CONTACT,BEAD_NUMBER,LASER_ON
02_24_14_44_57_734,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.38874,6,False
02_24_14_44_57_802,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.37326,6,False
02_24_14_44_57_845,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.44165,6,False
02_24_14_44_57_900,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40032,0.43132,6,False
02_24_14_44_57_945,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40806,0.39778,6,False
02_24_14_44_58_011,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41322,0.46616,6,False
02_24_14_44_58_059,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.37068,6,False
02_24_14_44_58_111,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.37455,6,False
02_24_14_44_58_150,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.38742,0.42229,6,False
02_24_14_44_58_300,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.41968,0.39907,6,False
02_24_14_44_58_352,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.39903,0.40939,6,False
02_24_14_44_58_421,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.37971,6,False
02_24_14_44_58_463,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.42874,6,False
02_24_14_44_58_522,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.4171,0.40681,6,False
02_24_14_44_58_561,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.44036,6,False
02_24_14_44_58_647,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.41842,6,False
02_24_14_44_58_703,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.43129,0.41713,6,False
02_24_14_44_58_743,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.42487,6,False
02_24_14_44_58_811,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.35391,6,False
02_24_14_44_58_856,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.42616,6,False
02_24_14_44_59_000,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.41451,0.42358,6,False
02_24_14_44_59_061,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40294,6,False
02_24_14_44_59_123,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.39132,6,False
02_24_14_44_59_176,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.44294,6,False
02_24_14_44_59_218,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.37197,6,False
02_24_14_44_59_273,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.4081,6,False
02_24_14_44_59_327,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.41713,6,False
02_24_14_44_59_487,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.40681,6,False
02_24_14_44_59_623,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40552,6,False
02_24_14_44_59_692,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.38874,6,False
02_24_14_44_59_739,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.41068,6,False
02_24_14_44_59_791,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.39391,6,False
02_24_14_44_59_836,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.41968,0.40036,6,False
02_24_14_44_59_891,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.39907,6,False
02_24_14_44_59_940,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40161,0.41068,6,False
02_24_14_45_00_002,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.37584,6,False
02_24_14_45_00_051,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42613,0.40552,6,False
02_24_14_45_00_089,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.41968,0.40423,6,False
02_24_14_45_00_130,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.39132,6,False
02_24_14_45_00_181,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.39003,6,False
02_24_14_45_00_228,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.34229,6,False
02_24_14_45_00_393,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40294,6,False
02_24_14_45_00_545,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.41455,6,False
02_24_14_45_00_692,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.43258,0.40165,6,False
02_24_14_45_00_740,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.38229,6,False
02_24_14_45_00_798,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.40165,6,False
02_24_14_45_00_857,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.41839,0.40939,6,False
02_24_14_45_00_910,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.39649,6,False
02_24_14_45_00_964,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.41197,6,False
02_24_14_45_01_031,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.39261,6,False
02_24_14_45_01_195,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.41584,6,False
02_24_14_45_01_247,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.38358,6,False
02_24_14_45_01_297,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.41068,6,False
02_24_14_45_01_367,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.40423,6,False
02_24_14_45_01_418,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.43648,6,False
02_24_14_45_01_458,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.39903,0.32036,6,False
02_24_14_45_01_501,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.40294,6,False
02_24_14_45_01_657,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.40552,6,False
02_24_14_45_01_701,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.42745,6,False
02_24_14_45_01_758,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.43645,0.41713,6,False
02_24_14_45_01_801,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.39649,6,False
02_24_14_45_01_841,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41322,0.42358,6,False
02_24_14_45_01_906,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.39649,6,False
02_24_14_45_01_949,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.42616,6,False
02_24_14_45_02_006,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.37068,6,False
02_24_14_45_02_054,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.36165,6,False
02_24_14_45_02_103,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.48939,6,False
02_24_14_45_02_148,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.41839,0.39132,6,False
02_24_14_45_02_207,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.39003,6,False
02_24_14_45_02_252,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.43003,6,False
02_24_14_45_02_417,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.44423,6,False
02_24_14_45_02_463,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.41971,6,False
02_24_14_45_02_520,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.37584,6,False
02_24_14_45_02_569,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40935,0.4081,6,False
02_24_14_45_02_631,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.40552,6,False
02_24_14_45_02_688,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42742,0.39649,6,False
02_24_14_45_02_749,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40294,6,False
02_24_14_45_02_799,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40806,0.40939,6,False
02_24_14_45_02_845,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.41068,6,False
02_24_14_45_02_889,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.40294,6,False
02_24_14_45_02_943,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40036,6,False
02_24_14_45_02_994,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.40552,6,False
02_24_14_45_03_047,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.42358,6,False
02_24_14_45_03_091,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.40423,6,False
02_24_14_45_03_158,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.4081,6,False
02_24_14_45_03_200,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.38487,6,False
02_24_14_45_03_242,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.40036,6,False
02_24_14_45_03_305,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.40036,6,False
02_24_14_45_03_346,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41193,0.41584,6,False
02_24_14_45_03_398,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.37197,6,False
02_24_14_45_03_445,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.39903,0.43648,6,False
02_24_14_45_03_483,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.421,6,False
02_24_14_45_03_638,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40939,6,False
02_24_14_45_03_681,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.40036,6,False
02_24_14_45_03_727,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.41584,6,False
02_24_14_45_03_792,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.42229,6,False
02_24_14_45_03_846,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.47906,6,False
02_24_14_45_03_894,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40939,6,False
02_24_14_45_03_944,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.43003,6,False
02_24_14_45_03_987,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.41584,6,False
02_24_14_45_04_040,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.41584,6,False
02_24_14_45_04_105,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.39903,0.33068,6,False
02_24_14_45_04_154,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.39261,6,False
02_24_14_45_04_206,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.36939,6,False
02_24_14_45_04_264,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40294,6,False
02_24_14_45_04_305,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.39649,6,False
02_24_14_45_04_363,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.40165,6,False
02_24_14_45_04_406,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.37713,6,False
02_24_14_45_04_449,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.38745,6,False
02_24_14_45_04_497,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40806,0.39003,6,False
02_24_14_45_04_544,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.40165,6,False
02_24_14_45_04_583,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40552,6,False
02_24_14_45_04_645,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.40036,6,False
02_24_14_45_04_698,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.381,6,False
02_24_14_45_04_745,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.40294,6,False
02_24_14_45_04_787,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.40681,6,False
02_24_14_45_04_839,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.4171,0.38229,6,False
02_24_14_45_04_884,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.37842,6,False
02_24_14_45_04_923,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.40939,6,False
02_24_14_45_04_979,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.41839,0.38745,6,False
02_24_14_45_05_031,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.40165,6,False
02_24_14_45_05_071,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.38229,6,False
02_24_14_45_05_131,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.40294,6,False
02_24_14_45_05_176,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.3952,6,False
02_24_14_45_05_227,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.39132,6,False
02_24_14_45_05_266,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.4158,0.38616,6,False
02_24_14_45_05_323,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.39778,6,False
02_24_14_45_05_388,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.3952,6,False
02_24_14_45_05_538,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40548,0.40294,6,False
02_24_14_45_05_591,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40036,6,False
02_24_14_45_05_635,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40423,6,False
02_24_14_45_05_687,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4429,0.40939,6,False
02_24_14_45_05_736,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.40165,6,False
02_24_14_45_05_882,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.39778,6,False
02_24_14_45_05_951,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41322,0.37455,6,False
02_24_14_45_05_988,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42742,0.38874,6,False
02_24_14_45_06_138,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.38745,6,False
02_24_14_45_06_193,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.40939,6,False
02_24_14_45_06_247,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.39261,6,False
02_24_14_45_06_306,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41064,0.33068,6,False
02_24_14_45_06_356,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.38358,6,False
02_24_14_45_06_401,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.39261,6,False
02_24_14_45_06_459,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.41584,6,False
02_24_14_45_06_502,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.37971,6,False
02_24_14_45_06_546,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.39516,0.32552,6,False
02_24_14_45_06_615,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.36552,6,False
02_24_14_45_06_675,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41322,0.41455,6,False
02_24_14_45_06_722,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.39261,6,False
02_24_14_45_06_770,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.4158,0.41713,6,False
02_24_14_45_06_831,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.4171,0.42487,6,False
02_24_14_45_06_874,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.42226,0.40552,6,False
02_24_14_45_07_022,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.38487,6,False
02_24_14_45_07_077,-0.05,4.47,21.62,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.4158,0.42358,6,False
02_24_14_45_07_122,-0.05,4.47,21.62,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.41584,6,False
02_24_14_45_07_173,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.39649,6,False
02_24_14_45_07_320,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.39132,6,False
02_24_14_45_07_368,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.40552,6,False
02_24_14_45_07_418,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.39132,6,False
02_24_14_45_07_472,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.40552,6,False
02_24_14_45_07_522,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.4171,0.43003,6,False
02_24_14_45_07_565,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.381,6,False
02_24_14_45_07_608,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.3681,6,False
02_24_14_45_07_661,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.38745,6,False
02_24_14_45_07_826,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40681,6,False
02_24_14_45_07_874,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.43132,6,False
02_24_14_45_07_916,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.38487,6,False
02_24_14_45_07_960,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40161,0.44423,6,False
02_24_14_45_07_994,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.40939,6,False
02_24_14_45_08_064,-0.05,4.47,21.62,-0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40552,6,False
