time,X,Y,Z,E1,E2,S_LP,S_RS,S_WS,R_LP,R_RS,R_WS,MPT,MPA,MPW,LOAD,CONTACT,BEAD_NUMBER,LASER_ON
02_24_14_47_40_555,10.0,-0.01,19.59,0.0,0.0,0,0.01,3.5156,0,0.00107,0.0,706.25911,0.0,0.0,2.40677,0.41197,6,False
02_24_14_47_40_616,10.0,-0.01,19.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.41839,0.36552,6,False
02_24_14_47_40_671,10.0,-0.01,19.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41322,0.40552,6,False
02_24_14_47_40_732,10.0,-0.01,19.45,0.0,0.0,0,0.01,3.5156,0,0.00347,0.0,706.51717,0.0,0.0,2.41968,0.45455,6,False
02_24_14_47_40_780,10.0,-0.01,19.45,0.0,0.0,0,0.01,3.5156,0,0.00347,0.0,706.51717,0.0,0.0,2.4171,0.41713,6,False
02_24_14_47_40_868,10.0,-0.01,19.11,0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.77523,0.0,0.0,2.41839,0.381,6,False
02_24_14_47_40_920,10.0,-0.01,18.63,0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.51717,0.0,0.0,2.41839,0.34745,6,False
02_24_14_47_40_975,10.0,-0.01,18.63,0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.51717,0.0,0.0,2.41839,0.33584,6,False
02_24_14_47_41_038,10.0,-0.01,18.15,-0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.51717,0.0,0.0,2.41839,0.36036,6,False
02_24_14_47_41_093,10.0,-0.01,18.15,-0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.51717,0.0,0.0,2.4029,0.39003,6,False
02_24_14_47_41_149,10.0,-0.01,17.67,0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.51717,0.0,0.0,2.42097,0.41197,6,False
02_24_14_47_41_213,10.0,-0.01,17.67,0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.77523,0.0,0.0,2.41839,0.45713,6,False
02_24_14_47_41_275,10.0,-0.02,16.81,0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.51717,0.0,0.0,2.41839,0.33713,6,False
02_24_14_47_41_329,10.0,-0.02,16.36,0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.51717,0.0,0.0,2.42226,0.40165,6,False
02_24_14_47_41_492,10.0,-0.01,15.88,0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.51717,0.0,0.0,2.41451,0.3552,6,False
02_24_14_47_41_550,10.0,-0.01,15.4,0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.51717,0.0,0.0,2.42097,0.40939,6,False
02_24_14_47_41_599,10.0,-0.01,15.4,0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.51717,0.0,0.0,2.41968,0.37068,6,False
02_24_14_47_41_663,10.0,-0.01,14.92,0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.25911,0.0,0.0,2.38871,0.36423,6,False
02_24_14_47_41_725,10.0,-0.01,14.92,0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.51717,0.0,0.0,2.42097,0.35133,6,False
02_24_14_47_41_796,9.99,-0.02,14.42,-0.0,0.0,0,0.01,3.5156,0,0.005,0.0,706.51717,0.0,0.0,2.41968,0.43003,6,False
02_24_14_47_41_866,10.0,-0.01,13.96,0.0,0.0,0,0.01,3.5156,0,0.00471,0.0,706.51717,0.0,0.0,2.42097,0.36036,6,False
02_24_14_47_41_924,10.0,-0.01,13.96,0.0,0.0,0,0.01,3.5156,0,0.00471,0.0,706.51717,0.0,0.0,2.41968,0.3152,6,False
02_24_14_47_41_996,9.99,-0.01,13.58,0.0,0.0,0,0.01,3.5156,0,0.00107,0.0,706.51717,0.0,0.0,2.41968,0.37068,6,False
02_24_14_47_42_045,9.99,-0.01,13.58,0.0,0.0,0,0.01,3.5156,0,0.00107,0.0,706.51717,0.0,0.0,2.41839,0.30875,6,False
02_24_14_47_42_111,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.39907,6,False
02_24_14_47_42_157,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.41839,0.42229,6,False
02_24_14_47_42_233,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.34229,6,False
02_24_14_47_42_295,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.381,6,False
02_24_14_47_42_354,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.43258,0.341,6,False
02_24_14_47_42_409,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.42229,6,False
02_24_14_47_42_468,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.37197,6,False
02_24_14_47_42_625,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.49455,6,False
02_24_14_47_42_680,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42484,0.35778,6,False
02_24_14_47_42_745,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.40552,6,False
02_24_14_47_43_375,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.37197,6,False
02_24_14_47_43_541,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.36939,6,False
02_24_14_47_43_625,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.35649,6,False
02_24_14_47_43_691,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.32423,6,False
02_24_14_47_43_760,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.43132,6,False
02_24_14_47_43_817,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.41451,0.42487,6,False
02_24_14_47_43_874,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.42229,6,False
02_24_14_47_43_925,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.36294,6,False
02_24_14_47_43_981,10.0,-0.01,13.5,0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40161,0.35391,6,False
02_24_14_47_44_043,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40677,0.37971,6,False
02_24_14_47_44_089,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.39261,6,False
02_24_14_47_44_147,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4029,0.30746,6,False
02_24_14_47_44_209,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.37584,6,False
02_24_14_47_44_268,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.39391,6,False
02_24_14_47_44_330,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.36681,6,False
02_24_14_47_44_379,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40677,0.48294,6,False
02_24_14_47_44_426,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.4158,0.35907,6,False
02_24_14_47_44_490,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.36423,6,False
02_24_14_47_44_555,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.38487,6,False
02_24_14_47_44_609,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40935,0.43003,6,False
02_24_14_47_44_674,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41064,0.35262,6,False
02_24_14_47_44_722,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.37455,6,False
02_24_14_47_44_774,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41322,0.42874,6,False
02_24_14_47_44_849,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.381,6,False
02_24_14_47_44_993,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.38874,6,False
02_24_14_47_45_087,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.37068,6,False
02_24_14_47_45_130,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.41064,0.4081,6,False
02_24_14_47_45_188,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.381,6,False
02_24_14_47_45_260,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.42487,6,False
02_24_14_47_45_307,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.41322,0.37326,6,False
02_24_14_47_45_377,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.46229,6,False
02_24_14_47_45_431,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.35003,6,False
02_24_14_47_45_588,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.4158,0.381,6,False
02_24_14_47_45_644,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.30616,6,False
02_24_14_47_45_705,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.3952,6,False
02_24_14_47_45_762,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.44161,0.42874,6,False
02_24_14_47_45_808,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.42874,6,False
02_24_14_47_45_875,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.42355,0.46616,6,False
02_24_14_47_45_924,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.41839,0.37971,6,False
02_24_14_47_45_990,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.39003,6,False
02_24_14_47_46_037,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.39261,6,False
02_24_14_47_46_098,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.3952,6,False
02_24_14_47_46_149,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40165,6,False
02_24_14_47_46_224,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41193,0.41455,6,False
02_24_14_47_46_273,10.0,-0.01,13.5,-0.0,0.0,0,0.01,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.36165,6,False
02_24_14_47_46_348,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.4171,0.37326,6,False
02_24_14_47_46_393,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41193,0.37713,6,False
02_24_14_47_46_457,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.3952,6,False
02_24_14_47_46_512,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41193,0.421,6,False
02_24_14_47_46_585,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.41451,0.40036,6,False
02_24_14_47_46_630,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.41455,6,False
02_24_14_47_46_707,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.4158,0.41455,6,False
02_24_14_47_46_756,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.3952,6,False
02_24_14_47_46_906,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.421,6,False
02_24_14_47_46_987,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.39907,6,False
02_24_14_47_47_037,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.35391,6,False
02_24_14_47_47_104,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.43519,6,False
02_24_14_47_47_169,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.37971,6,False
02_24_14_47_47_323,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40419,0.37197,6,False
02_24_14_47_47_371,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.37842,6,False
02_24_14_47_47_432,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.43261,6,False
02_24_14_47_47_479,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40419,0.38358,6,False
02_24_14_47_47_543,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.37971,6,False
02_24_14_47_47_602,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.36294,6,False
02_24_14_47_47_670,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.39649,6,False
02_24_14_47_47_725,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.45584,6,False
02_24_14_47_47_881,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.43261,6,False
02_24_14_47_47_937,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.38229,6,False
02_24_14_47_47_991,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42742,0.32939,6,False
02_24_14_47_48_138,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41064,0.29842,6,False
02_24_14_47_48_205,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.4481,6,False
02_24_14_47_48_256,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.39778,6,False
02_24_14_47_48_315,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.44036,6,False
02_24_14_47_48_366,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.4081,6,False
02_24_14_47_48_436,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.421,6,False
02_24_14_47_48_480,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.43261,6,False
02_24_14_47_48_541,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.39903,0.41455,6,False
02_24_14_47_48_600,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40423,6,False
02_24_14_47_48_659,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41322,0.3952,6,False
02_24_14_47_48_726,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.43645,0.36681,6,False
02_24_14_47_48_771,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.38616,6,False
02_24_14_47_48_837,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.42358,6,False
02_24_14_47_48_915,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.41839,0.41455,6,False
02_24_14_47_48_971,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.41326,6,False
02_24_14_47_49_045,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.43778,6,False
02_24_14_47_49_101,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.38616,6,False
02_24_14_47_49_151,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.381,6,False
02_24_14_47_49_210,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.42358,6,False
02_24_14_47_49_270,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.38229,6,False
02_24_14_47_49_326,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.4171,0.41197,6,False
02_24_14_47_49_389,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.42874,6,False
02_24_14_47_49_459,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.42358,6,False
02_24_14_47_49_518,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41322,0.38487,6,False
02_24_14_47_49_574,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.36552,6,False
02_24_14_47_49_630,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.38745,6,False
02_24_14_47_49_678,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41968,0.4339,6,False
02_24_14_47_49_740,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.3552,6,False
02_24_14_47_49_787,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.29455,6,False
02_24_14_47_49_860,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.37068,6,False
02_24_14_47_49_917,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.41197,6,False
02_24_14_47_49_989,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.34487,6,False
02_24_14_47_50_044,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.38229,6,False
02_24_14_47_50_123,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.41968,0.37197,6,False
02_24_14_47_50_178,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.44423,6,False
02_24_14_47_50_220,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.36036,6,False
02_24_14_47_50_287,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40548,0.44165,6,False
02_24_14_47_50_352,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.40552,6,False
02_24_14_47_50_417,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.37971,6,False
02_24_14_47_50_478,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.77523,0.0,0.0,2.4171,0.4339,6,False
02_24_14_47_50_524,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42226,0.44681,6,False
02_24_14_47_50_579,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42097,0.38229,6,False
02_24_14_47_50_645,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.3952,6,False
02_24_14_47_50_703,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.41197,6,False
02_24_14_47_50_750,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.41713,6,False
02_24_14_47_50_802,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41451,0.36423,6,False
02_24_14_47_50_873,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.39774,0.43132,6,False
02_24_14_47_50_933,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.42355,0.40423,6,False
02_24_14_47_50_992,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.35003,6,False
02_24_14_47_51_041,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.40677,0.43778,6,False
02_24_14_47_51_107,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.41713,6,False
02_24_14_47_51_158,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.38874,6,False
02_24_14_47_51_222,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.39132,6,False
02_24_14_47_51_275,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.3952,6,False
02_24_14_47_51_351,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.41326,6,False
02_24_14_47_51_411,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.41068,6,False
02_24_14_47_51_462,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41322,0.41971,6,False
02_24_14_47_51_524,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.38874,6,False
02_24_14_47_51_580,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41322,0.3552,6,False
02_24_14_47_51_633,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.381,6,False
02_24_14_47_51_693,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.36681,6,False
02_24_14_47_51_769,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4158,0.40681,6,False
02_24_14_47_51_827,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41064,0.44939,6,False
02_24_14_47_51_884,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.37713,6,False
02_24_14_47_51_940,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.4158,0.35262,6,False
02_24_14_47_52_003,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.25911,0.0,0.0,2.4171,0.35003,6,False
02_24_14_47_52_052,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41322,0.41455,6,False
02_24_14_47_52_123,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.4171,0.40423,6,False
02_24_14_47_52_172,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5156,0,0.0,0.0,706.51717,0.0,0.0,2.41839,0.3681,6,False
